book_id,goodreads_title,isbn_lookup,openlibrary_found,openlibrary_id,openlibrary_url,openlibrary_title,publish_date,page_count,publishers,primary_publisher,subjects,primary_subject,subject_count,cover_url
457,The Historian,0751537284,True,OL7980835M,http://openlibrary.org/books/OL7980835M/The_Historian,The Historian,2006,720.0,Time Warner Paperbacks,Time Warner Paperbacks,Historical Fiction; Legends; Vampires; Fiction; Historians; Occult fiction; Horror tales; Roman,Historical Fiction,20,https://covers.openlibrary.org/b/id/497044-L.jpg
458,Station Eleven,9780385353312,False,,,,,,,,,,0,
459,A Man Called Ove,1476738017,True,OL25936999M,http://openlibrary.org/books/OL25936999M/A_Man_Called_Ove,A Man Called Ove,2014,337.0,Atria Books,Atria Books,Novel; translation; Neighbors; Older men; Neighborhoods; Fiction; Love; Friendship,Novel,42,https://covers.openlibrary.org/b/id/7437001-L.jpg
460,"Clockwork Princess (The Infernal Devices, #3)",1406321346,True,OL27590316M,http://openlibrary.org/books/OL27590316M/Clockwork_Princess,Clockwork Princess,"Sep 05, 2013",576.0,Walker Books (UK),Walker Books (UK),"Tessa Gray (Fictitious character); Fiction; History; Supernatural, fiction; Demonology, fiction; London (england), history, fiction; Great britain, history, 19th century, fiction; Orphans, fiction",Tessa Gray (Fictitious character),10,https://covers.openlibrary.org/b/id/13149915-L.jpg
461,"The Good Earth (House of Earth, #1)",1416500189,True,OL24926875M,http://openlibrary.org/books/OL24926875M/The_Good_Earth,The Good Earth,1958,415.0,Pocket Books,Pocket Books,"China, fiction; Fiction, historical, general; Social life and customs; History; Farmers' spouses; Married women; Manners and customs; Farm life","China, fiction",49,https://covers.openlibrary.org/b/id/6870506-L.jpg
463,"Dragonfly in Amber (Outlander, #2)",0385335970,True,OL7439363M,http://openlibrary.org/books/OL7439363M/Dragonfly_in_Amber,Dragonfly in Amber,2007,752.0,Delta,Delta,"Historical Fiction; Fiction; Time travel; Imaginary voyages; Culloden, Battle of, Scotland, 1746; Scotland; Romance; Fantasy",Historical Fiction,44,https://covers.openlibrary.org/b/id/14815860-L.jpg
465,In Her Shoes,0743495667,True,OL30148738M,http://openlibrary.org/books/OL30148738M/In_her_shoes,In her shoes,2005,537.0,Pocket,Pocket,"Philadelphia (pa.), fiction; Fiction, general; Sisters, fiction","Philadelphia (pa.), fiction",3,https://covers.openlibrary.org/b/id/10442694-L.jpg
467,The Brief Wondrous Life of Oscar Wao,1594489580,True,OL17237830M,http://openlibrary.org/books/OL17237830M/The_Brief_Wondrous_Life_of_Oscar_Wao,The Brief Wondrous Life of Oscar Wao,2007,339.0,Riverhead Books,Riverhead Books,National Book Critics Circle Award Winner; award:national_book_critics_circle_award=2007; award:national_book_critics_circle_award=fiction; Dominican Americans; Fiction; Large type books; Charms; Literary,National Book Critics Circle Award Winner,44,https://covers.openlibrary.org/b/id/5607306-L.jpg
469,Fantastic Beasts and Where to Find Them,9780439321612,False,,,,,,,,,,0,
470,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,0316322407,True,OL26887465M,http://openlibrary.org/books/OL26887465M/I_am_Malala,I am Malala,2013,327.0,"Little, Brown, & Company","Little, Brown, & Company","Young women; Education; Biography; Crimes against; Children's rights; Women, education; Pakistan, social conditions; Taliban",Young women,40,https://covers.openlibrary.org/b/id/9770868-L.jpg
471,Mansfield Park,0141439807,True,OL7215994M,http://openlibrary.org/books/OL7215994M/Mansfield_Park,Mansfield Park,1846,480.0,Simms and M'Intyre,Simms and M'Intyre,"Love stories, English; Fiction, Romance, Historical, Regency; Social life and customs; Adoptees,  fiction; Poor families, fiction; Uncles,  fiction; Cousins, fiction; English Love stories","Love stories, English",74,https://covers.openlibrary.org/b/id/9278328-L.jpg
472,Man's Search for Meaning,9780807014312,False,,,,,,,,,,0,
473,"In the Woods (Dublin Murder Squad, #1)",9780670038612,False,,,,,,,,,,0,
474,The God Delusion,0618680004,True,OL7606171M,http://openlibrary.org/books/OL7606171M/The_God_delusion,The God delusion,2006,406.0,Houghton Mifflin Co.,Houghton Mifflin Co.,god; atheism; bible; war; religion; abuse; propaganda; nihilism,god,40,https://covers.openlibrary.org/b/id/8740872-L.jpg
475,"Where She Went (If I Stay, #2)",0525422943,True,OL24552641M,http://openlibrary.org/books/OL24552641M/Where_she_went,Where she went,2011,264.0,Dutton,Dutton,Rock music; Interpersonal relations; Violoncello; Emotional problems; Fiction; Grief; Emotional problems of teenagers; Juvenile fiction,Rock music,20,https://covers.openlibrary.org/b/id/6712819-L.jpg
476,The World According to Garp,9780345915612,False,,,,,,,,,,0,
477,"Killing Floor (Jack Reacher, #1)",0515141429,True,OL7657915M,http://openlibrary.org/books/OL7657915M/Killing_Floor,Killing Floor,1998,432.0,Jove Books,Jove Books,"English language; Fiction; Private investigators; Murder; Drifters; Mystery; Government investigators; Fiction, suspense",English language,38,https://covers.openlibrary.org/b/id/14424676-L.jpg
478,Robinson Crusoe,0375757325,True,OL6791338M,http://openlibrary.org/books/OL6791338M/Robinson_Crusoe,Robinson Crusoe,2001,294.0,Modern Library,Modern Library,"Crusoe, robinson (fictitious character), fiction; British and irish fiction (fictional works by one author); Survival; Fiction; Dans la littérature; Îles; Islands; Naufrages","Crusoe, robinson (fictitious character), fiction",138,https://covers.openlibrary.org/b/id/230357-L.jpg
480,"The Amber Spyglass (His Dark Materials, #3)",0440238153,True,OL7520214M,http://openlibrary.org/books/OL7520214M/The_Amber_Spyglass_(His_Dark_Materials_Book_3),"The Amber Spyglass (His Dark Materials, Book 3)","September 9, 2003",480.0,Laurel Leaf,Laurel Leaf,Fantasy; Fantasy fiction; Quests (Expeditions); Fiction; Missing persons; Good and evil; Kidnapping; Traducciones al español,Fantasy,42,https://covers.openlibrary.org/b/id/281600-L.jpg
481,"Wizard's First Rule (Sword of Truth, #1)",0765346524,True,OL8053997M,http://openlibrary.org/books/OL8053997M/Wizard's_First_Rule_(Sword_Of_Truth),Wizard's First Rule (Sword Of Truth),"April 14, 2003",848.0,Tor Books,Tor Books,"Fiction; Wizards; Wizards in fiction; Fiction, fantasy, general; Fiction, fantasy, epic; Amnell, kahlan (fictitious character), fiction; D'haran empire (imaginary place), fiction; Richard Rahl (Fictitious character)",Fiction,14,https://covers.openlibrary.org/b/id/525111-L.jpg
482,The Kitchen House,1439153663,True,OL23218418M,http://openlibrary.org/books/OL23218418M/The_kitchen_house,The kitchen house,2010,368.0,Touchstone Books,Touchstone Books,"Fiction; Indentured servants; Slaves; Plantation life; Fiction, historical; Slaves, fiction; Southern states, fiction; nyt:trade-fiction-paperback=2012-09-09",Fiction,10,https://covers.openlibrary.org/b/id/6309098-L.jpg
486,"The City of Ember (Book of Ember, #1)",0375822747,True,OL24203487M,http://openlibrary.org/books/OL24203487M/The_City_of_Ember,The City of Ember,2003,270.0,Random House,Random House,"Fiction; Juvenile Fiction; Science Fiction; Fantasy fiction; Children's fiction; Children's stories; Fiction, fantasy, general; Fantasy",Fiction,17,https://covers.openlibrary.org/b/id/15099839-L.jpg
488,The Green Mile,0451933028,True,OL7589631M,http://openlibrary.org/books/OL7589631M/The_Green_Mile,The Green Mile,"September 1, 1996",592.0,Signet,Signet,horror fiction; fiction; death row inmates; prisons; Executions and executioners; jails; sisters; murder,horror fiction,55,https://covers.openlibrary.org/b/id/296001-L.jpg
490,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",0394541553,True,OL21361048M,http://openlibrary.org/books/OL21361048M/Maus_I_My_Father_Bleeds_History,"Maus I, My Father Bleeds History",1986,159.0,Pantheon books,Pantheon books,New York Times bestseller; nyt:paperback_graphic_books=2011-09-17; graphic novel; history; Nazi; Art Spiegelman; concetration camp; ww2,New York Times bestseller,82,https://covers.openlibrary.org/b/id/9243285-L.jpg
491,"Untamed (House of Night, #4)",0312379838,True,OL16901047M,http://openlibrary.org/books/OL16901047M/Untamed,Untamed,2008,,St. Martin's Griffin,St. Martin's Griffin,Fiction; Vampires; Adolescence; New York Times bestseller; nyt:series_books=2009-05-30; Good and evil; Zoey Redbird (Fictitious character); Girls & Women,Fiction,19,https://covers.openlibrary.org/b/id/13107102-L.jpg
492,"Speaker for the Dead (Ender's Saga, #2)",0812550757,True,OL28230793M,http://openlibrary.org/books/OL28230793M/Speaker_for_the_dead,Speaker for the dead,1994,382.0,Tor,Tor,"Reading Level-Grade 9; Reading Level-Grade 8; Reading Level-Grade 11; Reading Level-Grade 10; Reading Level-Grade 12; Comics & graphic novels, science fiction; Wiggin, ender (fictitious character), fiction; Lusitania (imaginary place), fiction",Reading Level-Grade 9,36,https://covers.openlibrary.org/b/id/12518427-L.jpg
493,Mere Christianity,0684823780,True,OL22959411M,http://openlibrary.org/books/OL22959411M/Mere_Christianity,Mere Christianity,1996,191.0,Simon & Schuster; Brand: Touchstone Books; Touchstone Books,Simon & Schuster,"Apologetics; Doctrinal Theology; Popular works; Christianity; Christian ethics; Anglican authors; Theology, doctrinal, popular works; Christian ethics, anglican authors",Apologetics,17,https://covers.openlibrary.org/b/id/13945262-L.jpg
494,The Secret History,9781400031712,False,,,,,,,,,,0,
496,"The Clan of the Cave Bear (Earth's Children, #1)",0553381679,True,OL25050700M,http://openlibrary.org/books/OL25050700M/The_Clan_of_the_Cave_Bear,The Clan of the Cave Bear,2011,494.0,Bantam Books,Bantam Books,Neanderthals; shamanism; sign language; taboos; prehistoric fiction; epic; epic fiction; prehistoric man,Neanderthals,27,https://covers.openlibrary.org/b/id/12524519-L.jpg
497,Black Beauty,0439228905,True,OL25879483M,http://openlibrary.org/books/OL25879483M/Black_Beauty,Black Beauty,2001,245.0,"Scholastic, Inc.","Scholastic, Inc.","Horses; Juvenile fiction; Fiction; Children's fiction; Horses, fiction; England, fiction; Folklore",Horses,7,https://covers.openlibrary.org/b/id/7385702-L.jpg
498,War and Peace,0192833987,True,OL7384027M,http://openlibrary.org/books/OL7384027M/War_and_Peace_(Oxford_World's_Classics),War and Peace (Oxford World's Classics),"March 31, 1998",387.0,"Oxford University Press, USA","Oxford University Press, USA","Classic; History; Russian Empire; Fiction; Russia; Russia (federation), fiction; Fiction, historical; Classic Literature",Classic,61,https://covers.openlibrary.org/b/id/119157-L.jpg
499,American Psycho,0679735771,True,OL1857983M,http://openlibrary.org/books/OL1857983M/American_Psycho,American Psycho,1991-03,399.0,Vintage Books,Vintage Books,Gothic & Horror; Literary Fiction; capitalism; postmodernism; id; schizophrenia; consumerism; stream of consciousness,Gothic & Horror,52,https://covers.openlibrary.org/b/id/15210081-L.jpg
500,"The Princess Diaries (The Princess Diaries, #1)",0613371658,True,OL30542485M,http://openlibrary.org/books/OL30542485M/The_Princess_Diaries,The Princess Diaries,"Jun 26, 2001",283.0,Turtleback Books,Turtleback Books,"Love, fiction","Love, fiction",1,https://covers.openlibrary.org/b/id/10468185-L.jpg
501,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",1400034779,True,OL24946110M,http://openlibrary.org/books/OL24946110M/The_No._1_Ladies'_detective_agency,The No. 1 Ladies' detective agency,1998,235.0,Random House; Anchor Books,Random House,Fiction; Precious Ramotswe (Fictitious character); Women private investigators; No. 1 Ladies' Detective Agency (Imaginary organization); Private investigators; Large type books; Detective and mystery stories; Precious Ramotswe (Fictional character),Fiction,34,https://covers.openlibrary.org/b/id/6980462-L.jpg
502,"The Walking Dead, Vol. 01: Days Gone Bye",1582406723,True,OL23067761M,http://openlibrary.org/books/OL23067761M/The_Walking_Dead_Vol._1,"The Walking Dead, Vol. 1",2004,144.0,Image Comics,Image Comics,"Horror comic books, strips; Comic books, strips; New York Times bestseller; Zombies; nyt:paperback_graphic_books=2010-02-06; Dystopias; Graphic Novels; Horror","Horror comic books, strips",18,https://covers.openlibrary.org/b/id/9035039-L.jpg
503,"2001: A Space Odyssey (Space Odyssey, #1)",0451457994,True,OL7576213M,http://openlibrary.org/books/OL7576213M/2001,2001,"September 12, 2000",320.0,Roc,Roc,Human-computer interaction; Computers; Fiction; Science fiction; Twenty-first century; Space vehicles; Long Now Manual for Civilization; English Science fiction,Human-computer interaction,20,https://covers.openlibrary.org/b/id/294982-L.jpg
504,Redeeming Love,1590525132,True,OL24949890M,http://openlibrary.org/books/OL24949890M/Redeeming_Love,Redeeming Love,2007,479.0,Multnomah,Multnomah,Frontier and pioneer life in fiction; Prostitutes in fiction; Frontier and pioneer life; Prostitutes; Fiction; Women pioneers; frontier life; love stories,Frontier and pioneer life in fiction,25,https://covers.openlibrary.org/b/id/9249644-L.jpg
505,"Left Behind (Left Behind, #1)",9780842342712,False,,,,,,,,,,0,
509,Remember Me?,9780593053912,False,,,,,,,,,,0,
510,"The Great Hunt (Wheel of Time, #2)",0812517725,True,OL9368501M,http://openlibrary.org/books/OL9368501M/The_Great_Hunt_(The_Wheel_of_Time_Book_2),"The Great Hunt (The Wheel of Time, Book 2)","October 15, 1991",705.0,Tor Fantasy,Tor Fantasy,"series:The Wheel of Time; Fiction; Fantasy fiction; Fantasy; Fiction, fantasy, epic; Fiction, fantasy, historical; Fiction, fantasy, general; Aes Sedai",series:The Wheel of Time,24,https://covers.openlibrary.org/b/id/603289-L.jpg
511,"Postmortem (Kay Scarpetta, #1)",0743477154,True,OL24952323M,http://openlibrary.org/books/OL24952323M/Postmortem,Postmortem,1998,342.0,Pocket Books; Pocket,Pocket Books,Fiction; Medical examiners (Law); Kay Scarpetta (Fictitious character); Virginia in fiction; Women detectives; Women physicians in fiction; Forensic pathologists in fiction; Women physicians,Fiction,51,https://covers.openlibrary.org/b/id/6919881-L.jpg
512,The Complete Stories and Poems,0385074077,True,OL18200959M,http://openlibrary.org/books/OL18200959M/Complete_Stories_and_Poems_of_Edgar_Allan_Poe,Complete Stories and Poems of Edgar Allan Poe,1970?,821.0,Doubleday,Doubleday,busts; narrative poetry; supernatural; talking birds; American poetry; poetry; ravens; American fantasy poetry,busts,101,https://covers.openlibrary.org/b/id/11793784-L.jpg
513,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,9780553256712,False,,,,,,,,,,0,
515,The Prince of Tides,0553381547,True,OL3436739M,http://openlibrary.org/books/OL3436739M/The_prince_of_tides,The prince of tides,2005,679.0,Dial Press Trade Paperbacks,Dial Press Trade Paperbacks,"Fiction; Brothers and sisters; Social life and customs; Twins; Family life; Fiction, family life; South carolina, fiction; New york (n.y.), fiction",Fiction,14,https://covers.openlibrary.org/b/id/369993-L.jpg
517,"Perfect Chemistry (Perfect Chemistry, #1)",0802798233,True,OL16856176M,http://openlibrary.org/books/OL16856176M/Perfect_chemistry,Perfect chemistry,2009,,Walker; Distributed to the trade by Macmillan,Walker,Fiction; Gangs; Family problems; Dating (Social customs); High schools; Schools; Social classes; New York Times bestseller,Fiction,24,https://covers.openlibrary.org/b/id/6954018-L.jpg
518,Peter Pan,0805072454,True,OL7932886M,http://openlibrary.org/books/OL7932886M/Peter_Pan_(100th_Anniversary_Edition),Peter Pan (100th Anniversary Edition),"October 1, 2003",176.0,Henry Holt and Co. (BYR),Henry Holt and Co. (BYR),Open Library Staff Picks; English Children's fiction; Pop-up books; Toy and movable books; Never-Never Land (Imaginary place); Specimens; Juvenile fiction; Fiction,Open Library Staff Picks,63,https://covers.openlibrary.org/b/id/581059-L.jpg
519,"Pretties (Uglies, #2)",9780689865412,False,,,,,,,,,,0,
523,The Things They Carried,0767902890,True,OL37841733M,http://openlibrary.org/books/OL37841733M/The_Things_They_Carried,The Things They Carried,2007,246.0,Broadway Books,Broadway Books,"Reading Level-Grade 9; Reading Level-Grade 11; Reading Level-Grade 10; Reading Level-Grade 12; Fiction, short stories (single author); Veterans, fiction; Fiction, psychological; Vietnam war, 1961-1975, fiction",Reading Level-Grade 9,37,https://covers.openlibrary.org/b/id/14819633-L.jpg
525,"Pandemonium (Delirium, #2)",006197806X,True,OL25104675M,http://openlibrary.org/books/OL25104675M/Pandemonium,Pandemonium,2012,384.0,HarperTeen; Harpercollins; HarperCollins,HarperTeen,"Children's fiction; Maine, fiction; Love, fiction; Science fiction; Orphans, fiction; Family life, fiction; New york times bestseller; New York Times bestseller children's literature",Children's fiction,87,https://covers.openlibrary.org/b/id/6967326-L.jpg
527,"Living Dead in Dallas (Sookie Stackhouse, #2)",1841493007,True,OL8920089M,http://openlibrary.org/books/OL8920089M/Living_Dead_in_Dallas_(Southern_Vampire_Mysteries_Book_2),"Living Dead in Dallas (Southern Vampire Mysteries, Book 2)","April 1, 2004",288.0,Orbit; Time Warner Books Uk,Orbit,Vampires; Waitresses; Fiction; Fantasy; Telepathy; Vampires -- Fiction; Telepathy -- Fiction; Waitresses -- Fiction,Vampires,26,https://covers.openlibrary.org/b/id/886255-L.jpg
529,Gulliver's Travels,9780141439512,False,,,,,,,,,,0,
530,Much Ado About Nothing,0743482751,True,OL24325383M,http://openlibrary.org/books/OL24325383M/Much_Ado_About_Nothing,Much Ado About Nothing,May 1995,246.0,Washington Square Press,Washington Square Press,"Drama; Courtship; Shakespeare, william, 1564-1616, much ado about nothing; British and irish drama (dramatic works by one author); Drama (dramatic works by one author); English literature",Drama,6,https://covers.openlibrary.org/b/id/6450187-L.jpg
531,Beowulf,0393320979,True,OL21746868M,http://openlibrary.org/books/OL21746868M/Beowulf,Beowulf,2001,213.0,W.W. Norton & Company,W.W. Norton & Company,"Epic poetry, English (Old); Heroes; Monsters; Poetry; Dragons; Literature; Miscellaneous fiction; Epic poetry","Epic poetry, English (Old)",13,
535,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",0316134023,True,OL25161063M,http://openlibrary.org/books/OL25161063M/Daughter_of_smoke_bone,Daughter of smoke & bone,2011,418.0,"Little, Brown; Little, Brown and Company","Little, Brown",Chimera (Greek mythology); Juvenile fiction; Boarding schools; Greek Mythology; Paranormal fiction; Fiction; Supernatural; Artists,Chimera (Greek mythology),42,https://covers.openlibrary.org/b/id/7064457-L.jpg
537,The Power of Habit: Why We Do What We Do in Life and Business,1400069289,True,OL24918690M,http://openlibrary.org/books/OL24918690M/The_Power_of_Habit,The Power of Habit,2012,371.0,Random House,Random House,Social aspects; Habit; Change (Psychology); New York Times bestseller; nyt:combined_print_nonfiction=2012-03-03; Popular Works; Habits; Psychological Adaptation,Social aspects,32,https://covers.openlibrary.org/b/id/14842390-L.jpg
538,Midnight in the Garden of Good and Evil,0679751521,True,OL23088566M,http://openlibrary.org/books/OL23088566M/Midnight_in_the_garden_of_good_and_evil,Midnight in the garden of good and evil,1999,386.0,Vintage Books,Vintage Books,Social life and customs; Trials (Murder); True Crime; Nonfiction; History; Celebrities; Description and travel; Tours,Social life and customs,27,https://covers.openlibrary.org/b/id/7119509-L.jpg
539,"Hopeless (Hopeless, #1)",1301949825,False,,,,,,,,,,0,
540,A Little Princess,0142437018,True,OL3947997M,http://openlibrary.org/books/OL3947997M/A_little_princess,A little princess,2002,242.0,Penguin Books,Penguin Books,"Children's fiction; Orphans, fiction; England, fiction; Boarding schools, fiction; London (england), fiction; Crewe, sara (fictitious character), fiction; Schools, fiction; Boarding schools",Children's fiction,16,https://covers.openlibrary.org/b/id/110531-L.jpg
541,The Truth About Forever,0142406252,True,OL24127799M,http://openlibrary.org/books/OL24127799M/The_Truth_About_Forever,The Truth About Forever,,,,,"Grief; Interpersonal relations; Death; Caterers and catering; Fiction; Grief, fiction; Death, fiction; Interpersonal relations, fiction",Grief,10,https://covers.openlibrary.org/b/id/6309312-L.jpg
542,"The Horse and His Boy (Chronicles of Narnia, #5)",0439861365,True,OL7515979M,http://openlibrary.org/books/OL7515979M/The_Chronicles_of_Narnia_-_The_Horse_and_His_Boy_(The_Horse_and_His_Boy_Book_3),"The Chronicles of Narnia - The Horse and His Boy (The Horse and His Boy, Book 3)",1995,224.0,Scholastic Inc.,Scholastic Inc.,Fantasy; Children's fiction; Allegory; Aventures; Magie; Frères et soeurs; Roman pour la jeunesse; Chevaux,Fantasy,41,https://covers.openlibrary.org/b/id/9184783-L.jpg
543,"Last Sacrifice (Vampire Academy, #6)",1595143068,True,OL24489539M,http://openlibrary.org/books/OL24489539M/Last_Sacrifice,Last Sacrifice,2010,594.0,Razorbill,Razorbill,Fantasy; Urban Fantasy; Supernatural; Vampires; Fiction; High schools; Social classes; Juvenile fiction,Fantasy,8,https://covers.openlibrary.org/b/id/14649487-L.jpg
545,The Velveteen Rabbit,0380002558,True,OL7431009M,http://openlibrary.org/books/OL7431009M/The_Velveteen_Rabbit,The Velveteen Rabbit,"April 1, 1999",40.0,Avon,Avon,"Toys; Fiction; Children's fiction; Toys, fiction; Gift books; Animals, fiction; Rabbits, fiction; Rabbits",Toys,72,https://covers.openlibrary.org/b/id/234710-L.jpg
547,The War of the Worlds,0375759239,True,OL22934376M,http://openlibrary.org/books/OL22934376M/The_war_of_the_worlds,The war of the worlds,1983,189.0,Buccaneer Books,Buccaneer Books,Imaginary wars and battles; Juvenile fiction; Space warfare; Science Fiction & Fantasy; Fiction; Diseases; Martians; Invasions,Imaginary wars and battles,60,
549,Corduroy,0670241334,True,OL25676711M,http://openlibrary.org/books/OL25676711M/Corduroy,Corduroy,1968,32.0,Viking Penguin; Viking Press,Viking Penguin,Chinese language materials; Corduroy (Fictitions character); Day; Department stores; Fiction; Juvenile fiction; Picture books; Teddy bears,Chinese language materials,38,https://covers.openlibrary.org/b/id/7347348-L.jpg
554,"Voyager (Outlander, #3)",0385335997,True,OL7439365M,http://openlibrary.org/books/OL7439365M/Voyager,Voyager,"August 7, 2001",880.0,Delta,Delta,"Man-woman relationships; Claire Randall (Fictitious character); Fiction; Historical fiction; Time travel; Love stories; Fiction, historical; Fiction, romance, historical",Man-woman relationships,17,https://covers.openlibrary.org/b/id/239983-L.jpg
555,"Hamlet: Screenplay, Introduction And Film Diary",0393315053,True,OL996417M,http://openlibrary.org/books/OL996417M/Hamlet,Hamlet,1996,208.0,W.W. Norton & Co.,W.W. Norton & Co.,"Drama; Hamlet (Legendary character); Hamlet (Motion picture : 1996); Quelle; Dreharbeit; Hamlet (Film, 1996); English drama; Motion picture plays",Drama,13,https://covers.openlibrary.org/b/id/6809306-L.jpg
556,Cujo,0307348245,True,OL9727165M,http://openlibrary.org/books/OL9727165M/Cujo,Cujo,"June 6, 2006",400.0,Plaza y Janes,Plaza y Janes,suspense; psychological horror; Fiction; Rabies in fiction; Dogs in fiction; Dogs; Rabies; Horror,suspense,26,https://covers.openlibrary.org/b/id/168168-L.jpg
557,The Virgin Suicides,0747560595,True,OL7962236M,http://openlibrary.org/books/OL7962236M/The_Virgin_Suicides,The Virgin Suicides,"October 7, 2002",224.0,Bloomsbury Publishing PLC,Bloomsbury Publishing PLC,"Fiction, psychological; Young women, fiction; Sisters, fiction; Fiction, urban; Michigan, fiction; Fiction, city life; Teenagers; Fiction","Fiction, psychological",29,https://covers.openlibrary.org/b/id/487815-L.jpg
558,"Dead to the World (Sookie Stackhouse, #4)",0441012183,True,OL7524259M,http://openlibrary.org/books/OL7524259M/Dead_to_the_World_(Southern_Vampire_Mysteries_Book_4),"Dead to the World (Southern Vampire Mysteries, Book 4)","May 3, 2005",320.0,Ace,Ace,"Vampires; Telepathy; Waitresses; Fiction; City and town life; Fiction, occult & supernatural; Louisiana, fiction; Vampires, fiction",Vampires,24,https://covers.openlibrary.org/b/id/284205-L.jpg
559,Tess of the D'Urbervilles,0141439599,True,OL3703021M,http://openlibrary.org/books/OL3703021M/Tess_of_the_D'Urbervilles,Tess of the D'Urbervilles,2003,517.0,Penguin Books,Penguin Books,"Fiction; Man-woman relationships, fiction; Poor families, fiction; Women murderers, fiction; Children of the rich; fiction""; Triangles (Interpersonal relations), fiction; Children of clergy, fiction",Fiction,84,https://covers.openlibrary.org/b/id/13109326-L.jpg
560,Madame Bovary,0192840398,True,OL27910462M,http://openlibrary.org/books/OL27910462M/Madame_Bovary,Madame Bovary,2004,,Oxford University Press,Oxford University Press,"literary fiction; French literature; Fiction; Manners and customs, fiction; Adultery; Middle class; Physicians' spouses; Suicide victims",literary fiction,85,https://covers.openlibrary.org/b/id/9267039-L.jpg
561,The Phantom Tollbooth,0394820371,True,OL21383739M,http://openlibrary.org/books/OL21383739M/The_Phantom_Tollbooth,The Phantom Tollbooth,1989,256.0,Bullseye Books/Alfred A. Knopf,Bullseye Books/Alfred A. Knopf,letters; numbers; orchestras; children's literature; adventure; Creativity and Imagination; Boredom; Magic and Supernatural,letters,67,https://covers.openlibrary.org/b/id/8578165-L.jpg
563,"Club Dead (Sookie Stackhouse, #3)",1841493015,True,OL8920090M,http://openlibrary.org/books/OL8920090M/Club_Dead_(Southern_Vampire_Mysteries_Book_3),"Club Dead (Southern Vampire Mysteries, Book 3)","May 6, 2004",288.0,Orbit,Orbit,"Vampires; Fiction; Fantasy; Psychics; Large type books; nyt:mass-market-paperback=2008-10-05; New York Times bestseller; Fiction, mystery & detective, women sleuths",Vampires,18,https://covers.openlibrary.org/b/id/886256-L.jpg
564,It's Kind of a Funny Story,078685197X,True,OL24225297M,http://openlibrary.org/books/OL24225297M/It's_Kind_of_a_Funny_Story,It's Kind of a Funny Story,2007,452.0,Hyperion; Miramax,Hyperion,Juvenile fiction; Fiction; Mental illness; Mental Depression; Psychiatric hospitals; Mental illness in fiction; Psychiatric hospitals in fiction; Mental depression in fiction,Juvenile fiction,27,https://covers.openlibrary.org/b/id/6386966-L.jpg
569,"The Angel Experiment (Maximum Ride, #1)",9780446617812,False,,,,,,,,,,0,
577,Tuck Everlasting,9780374480112,False,,,,,,,,,,0,
580,The Story of Art,071483355X,True,OL7830704M,http://openlibrary.org/books/OL7830704M/The_Story_of_Art_16th_Edition_(Gombrich_Ernst_Hans_Josef_Story_of_Art),"The Story of Art, 16th Edition (Gombrich, Ernst Hans Josef//Story of Art)","April 9, 1995",688.0,Phaidon Press,Phaidon Press,"Art, history; Art criticism; Art; Criticism","Art, history",4,https://covers.openlibrary.org/b/id/453555-L.jpg
581,"Scarlet (The Lunar Chronicles, #2)",0312642962,True,OL26132830M,http://openlibrary.org/books/OL26132830M/Scarlet,Scarlet,2013,454.0,Feiwel & Friends; Feiwel and Friends,Feiwel & Friends,"Serie:The_Lunar_Chronicles; Children's fiction; Science fiction; Missing persons, fiction; Extraterrestrial beings, fiction; Cyborgs; Juvenile fiction; Missing persons",Serie:The_Lunar_Chronicles,18,https://covers.openlibrary.org/b/id/7787449-L.jpg
583,"Silence (Hush, Hush, #3)",1442426640,True,OL25954213M,http://openlibrary.org/books/OL25954213M/Silence,Silence,2011,,Simon & Schuster Books for Young Readers,Simon & Schuster Books for Young Readers,Love; Paranormal fiction; Juvenile fiction; Fiction; Supernatural; Dating (Social customs); Angels; Good and evil,Love,16,https://covers.openlibrary.org/b/id/13145428-L.jpg
586,"A Great and Terrible Beauty (Gemma Doyle, #1)",0689875347,True,OL30534552M,http://openlibrary.org/books/OL30534552M/A_Great_and_Terrible_Beauty,A Great and Terrible Beauty,"Jun 30, 2005",416.0,Gardners Books,Gardners Books,"Magic, fiction; Supernatural, fiction; Schools, fiction; England, fiction; Children's fiction","Magic, fiction",5,https://covers.openlibrary.org/b/id/10464595-L.jpg
591,The Absolutely True Diary of a Part-Time Indian,0316013684,True,OL9755887M,http://openlibrary.org/books/OL9755887M/The_Absolutely_True_Diary_of_a_Part-Time_Indian,The Absolutely True Diary of a Part-Time Indian,2007,240.0,"Little, Brown and Company","Little, Brown and Company",Race relations; Young adult fiction; Indians of North America; Diaries; Spokane Indians; Juvenile fiction; nyt:paperback_books=2009-09-05; Fiction,Race relations,45,https://covers.openlibrary.org/b/id/12366775-L.jpg
